//############################################################
//# -- SSEMU MUONLINE SERVER EMULATOR
//# -- www.ssemu.com.ar
//# -- www.facebook.com/ssemuemulator
//# -- © 2023 SetecSoft Development
//# ----------------------------------------------------------
//# -- File is a part of SSeMU MuOnline Server files.
//############################################################

0
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCDW   DW   DK   FE   MG   DL   SU   RF
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
39        9        0           257            0              40           42           *            *              *              101               110               *                 *                 *               *            *            0    1    1    1    1    0    1
39        9        0           257            0              40           42           *            39             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
39        9        0           257            0              41           42           *            *              *              101               110               *                 *                 *               *            *            1    0    0    0    0    1    0
39        9        0           257            0              41           42           *            39             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
40        9        0           257            1              *            *            *            40             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
41        9        0           257            1              *            *            *            41             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
42        9        0           257            2              *            *            *            42             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
43        10       0           257            0              44           46           *            *              *              111               120               *                 *                 *               *            *            0    1    1    1    1    0    1
43        10       0           257            0              44           46           *            43             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
43        10       0           257            0              45           46           *            *              *              111               120               *                 *                 *               *            *            1    0    0    0    0    1    0
43        10       0           257            0              45           46           *            43             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
44        10       0           257            1              *            *            *            44             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
45        10       0           257            1              *            *            *            45             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
46        10       0           257            2              *            *            *            46             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
47        11       0           257            0              48           50           *            *              *              121               130               *                 *                 *               *            *            0    1    1    1    1    0    1
47        11       0           257            0              48           50           *            47             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
47        11       0           257            0              49           50           *            *              *              121               130               *                 *                 *               *            *            1    0    0    0    0    1    0
47        11       0           257            0              49           50           *            47             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
48        11       0           257            1              *            *            *            48             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
49        11       0           257            1              *            *            *            49             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
50        11       0           257            2              *            *            *            50             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
51        12       0           257            0              52           54           *            *              *              131               140               *                 *                 *               *            *            0    1    1    1    1    0    1
51        12       0           257            0              52           54           *            51             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
51        12       0           257            0              53           54           *            *              *              131               140               *                 *                 *               *            *            1    0    0    0    0    1    0
51        12       0           257            0              53           54           *            51             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
52        12       0           257            1              *            *            *            52             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
53        12       0           257            1              *            *            *            53             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
54        12       0           257            2              *            *            *            54             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
55        13       0           257            0              56           58           *            *              *              141               160               *                 *                 *               *            *            0    1    1    1    1    0    1
55        13       0           257            0              56           58           *            55             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
55        13       0           257            0              57           58           *            *              *              141               160               *                 *                 *               *            *            1    0    0    0    0    1    0
55        13       0           257            0              57           58           *            55             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
56        13       0           257            1              *            *            *            56             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
57        13       0           257            1              *            *            *            57             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
58        13       0           257            2              *            *            *            58             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
59        14       0           257            0              60           62           *            *              *              161               165               *                 *                 *               *            *            0    1    1    1    1    0    1
59        14       0           257            0              60           62           *            59             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
59        14       0           257            0              61           62           *            *              *              161               165               *                 *                 *               *            *            1    0    0    0    0    1    0
59        14       0           257            0              61           62           *            59             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
60        14       0           257            1              *            *            *            60             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
61        14       0           257            1              *            *            *            61             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
62        14       0           257            2              *            *            *            62             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
63        15       0           257            0              64           66           *            *              *              166               170               *                 *                 *               *            *            0    1    1    1    1    0    1
63        15       0           257            0              64           66           *            63             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
63        15       0           257            0              65           66           *            *              *              166               170               *                 *                 *               *            *            1    0    0    0    0    1    0
63        15       0           257            0              65           66           *            63             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
64        15       0           257            1              *            *            *            64             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
65        15       0           257            1              *            *            *            65             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
66        15       0           257            2              *            *            *            66             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
67        16       0           257            0              68           70           *            *              *              171               179               *                 *                 *               *            *            0    1    1    1    1    0    1
67        16       0           257            0              68           70           *            67             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
67        16       0           257            0              69           70           *            *              *              171               179               *                 *                 *               *            *            1    0    0    0    0    1    0
67        16       0           257            0              69           70           *            67             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
68        16       0           257            1              *            *            *            68             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
69        16       0           257            1              *            *            *            69             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
70        16       0           257            2              *            *            *            70             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
71        17       0           257            0              72           74           *            *              *              180               189               *                 *                 *               *            *            0    1    1    1    1    0    1
71        17       0           257            0              72           74           *            71             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
71        17       0           257            0              73           74           *            *              *              180               189               *                 *                 *               *            *            1    0    0    0    0    1    0
71        17       0           257            0              73           74           *            71             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
72        17       0           257            1              *            *            *            72             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
73        17       0           257            1              *            *            *            73             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
74        17       0           257            2              *            *            *            74             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
75        18       0           257            0              76           78           *            *              *              190               199               *                 *                 *               *            *            0    1    1    1    1    0    1
75        18       0           257            0              76           78           *            75             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
75        18       0           257            0              77           78           *            *              *              190               199               *                 *                 *               *            *            1    0    0    0    0    1    0
75        18       0           257            0              77           78           *            75             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
76        18       0           257            1              *            *            *            76             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
77        18       0           257            1              *            *            *            77             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
78        18       0           257            2              *            *            *            78             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
79        19       0           257            0              80           82           *            *              *              200               209               *                 *                 *               *            *            0    1    1    1    1    0    1
79        19       0           257            0              80           82           *            79             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
79        19       0           257            0              81           82           *            *              *              200               209               *                 *                 *               *            *            1    0    0    0    0    1    0
79        19       0           257            0              81           82           *            79             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
80        19       0           257            1              *            *            *            80             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
81        19       0           257            1              *            *            *            81             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
82        19       0           257            2              *            *            *            82             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
83        20       0           257            0              84           86           *            *              *              210               219               *                 *                 *               *            *            0    1    1    1    1    0    1
83        20       0           257            0              84           86           *            83             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
83        20       0           257            0              85           86           *            *              *              210               219               *                 *                 *               *            *            1    0    0    0    0    1    0
83        20       0           257            0              85           86           *            83             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
84        20       0           257            1              *            *            *            84             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
85        20       0           257            1              *            *            *            85             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
86        20       0           257            2              *            *            *            86             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
87        21       0           257            0              88           90           *            *              *              220               229               *                 *                 *               *            *            0    1    1    1    1    0    1
87        21       0           257            0              88           90           *            87             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
87        21       0           257            0              89           90           *            *              *              220               229               *                 *                 *               *            *            1    0    0    0    0    1    0
87        21       0           257            0              89           90           *            87             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
88        21       0           257            1              *            *            *            88             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
89        21       0           257            1              *            *            *            89             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
90        21       0           257            2              *            *            *            90             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
91        21       0           257            0              92           94           *            88             3              220               229               *                 *                 *               *            *            0    1    1    1    1    0    1
91        21       0           257            0              92           94           *            91             0              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
91        21       0           257            0              93           94           *            89             3              220               229               *                 *                 *               *            *            1    0    0    0    0    1    0
91        21       0           257            0              93           94           *            91             0              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
92        21       0           257            1              *            *            *            92             1              *                 *                 *                 *                 *               *            *            0    1    1    1    1    0    1
93        21       0           257            1              *            *            *            93             1              *                 *                 *                 *                 *               *            *            1    0    0    0    0    1    0
94        21       0           257            2              *            *            *            94             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
95        22       0           257            0              96           97           *            *              *              230               234               *                 *                 *               *            *            1    1    1    1    1    1    1
95        22       0           257            0              96           97           *            95             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
96        22       0           257            1              *            *            *            96             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
97        22       0           257            2              *            *            *            97             2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
98        22       0           257            0              99           100          *            96             3              230               234               *                 *                 *               *            *            1    1    1    1    1    1    1
98        22       0           257            0              99           100          *            98             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
99        22       0           257            1              *            *            *            99             1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
100       22       0           257            2              *            *            *            100            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
101       23       0           257            0              102          103          *            *              *              235               239               *                 *                 *               *            *            1    1    1    1    1    1    1
101       23       0           257            0              102          103          *            101            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
102       23       0           257            1              *            *            *            102            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
103       23       0           257            2              *            *            *            103            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
104       23       0           257            0              105          106          *            102            3              235               239               *                 *                 *               *            *            1    1    1    1    1    1    1
104       23       0           257            0              105          106          *            104            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
105       23       0           257            1              *            *            *            105            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
106       23       0           257            2              *            *            *            106            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
107       24       0           257            0              108          109          *            *              *              240               244               *                 *                 *               *            *            1    1    1    1    1    1    1
107       24       0           257            0              108          109          *            107            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
108       24       0           257            1              *            *            *            108            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
109       24       0           257            2              *            *            *            109            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
110       24       0           257            0              111          112          *            108            3              240               244               *                 *                 *               *            *            1    1    1    1    1    1    1
110       24       0           257            0              111          112          *            110            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
111       24       0           257            1              *            *            *            111            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
112       24       0           257            2              *            *            *            112            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
113       25       0           257            0              114          115          *            *              *              245               249               *                 *                 *               *            *            1    1    1    1    1    1    1
113       25       0           257            0              114          115          *            113            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
114       25       0           257            1              *            *            *            114            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
115       25       0           257            2              *            *            *            115            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
116       25       0           257            0              117          118          *            114            3              245               249               *                 *                 *               *            *            1    1    1    1    1    1    1
116       25       0           257            0              117          118          *            116            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
117       25       0           257            1              *            *            *            117            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
118       25       0           257            2              *            *            *            118            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
119       26       0           257            0              120          121          *            *              *              250               254               *                 *                 *               *            *            1    1    1    1    1    1    1
119       26       0           257            0              120          121          *            119            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
120       26       0           257            1              *            *            *            120            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
121       26       0           257            2              *            *            *            121            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
122       26       0           257            0              123          124          *            120            3              250               254               *                 *                 *               *            *            1    1    1    1    1    1    1
122       26       0           257            0              123          124          *            122            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
123       26       0           257            1              *            *            *            123            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
124       26       0           257            2              *            *            *            124            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
125       27       0           257            0              126          127          *            *              *              255               259               *                 *                 *               *            *            1    1    1    1    1    1    1
125       27       0           257            0              126          127          *            125            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
126       27       0           257            1              *            *            *            126            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
127       27       0           257            2              *            *            *            127            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
128       27       0           257            0              129          130          *            126            3              255               259               *                 *                 *               *            *            1    1    1    1    1    1    1
128       27       0           257            0              129          130          *            128            0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
129       27       0           257            1              *            *            *            129            1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
130       27       0           257            2              *            *            *            130            2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
end

19
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Number   StartType   MonsterClass   CurrentState   NextIndex1   NextIndex2   NextIndex3   RequireIndex   RequireState   RequireMinLevel   RequireMaxLevel   RequireMinReset   RequireMaxReset   RequireFamily   RequireDoW   RequireCDW   DW   DK   FE   MG   DL   SU   RF
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
0         0        0           566            0              1            *            *            *              *              350               *                 *                 *                 *               *            *            1    1    1    1    1    1    1
0         0        0           566            0              1            *            *            0              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
1         0        0           566            0              2            *            *            1              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
2         0        0           566            0              4            3            *            2              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
3         0        0           566            2              *            *            *            3              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
4         0        0           566            1              *            *            *            4              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
5         0        0           566            0              7            6            *            4              3              350               400               *                 *                 *               *            *            1    1    1    1    1    1    1
5         0        0           566            0              7            6            *            60             3              350               400               *                 *                 *               *            1440         1    1    1    1    1    1    1
5         0        0           566            0              7            6            *            5              0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
6         0        0           566            2              *            *            *            6              2              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
7         0        0           566            1              *            *            *            7              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
9         0        2           567            1              *            *            *            7              3              350               400               *                 *                 *               1            *            1    1    1    1    1    1    1
9         0        0           567            1              *            *            *            9              1              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
10        0        0           567            0              12           11           *            9              3              350               400               *                 *                 *               *            *            1    1    1    1    1    1    1
10        0        0           567            0              12           11           *            10             0              *                 *                 *                 *                 *               *            *            1    1    1    1    1    1    1
